Date,Code,Type,Category,Details,Amount
9/5/2023,ACH,Savings,Big Savings Bank,Transfer to savings,1007.1
9/5/2023,POS,Expenses,Utilities,Utilities (July),35.4
9/5/2023,POS,Expenses,Other,Bought Andrew Milk,3.31
9/5/2023,POS,Expenses,Groceries,Groceries - Walmart,18.52
9/6/2023,POS,Expenses,Rent,Rent (September),350
9/6/2023,POS,Expenses,Groceries,Groceries - Walmart,24.03
9/7/2023,POS,Expenses,Groceries,Groceries - GroceryMart,29.21
9/7/2023,POS,Expenses,Other,One Day For State,5
9/8/2023,POS,Expenses,Recreation,Poker night,10
9/9/2023,POS,Expenses,Gas & Misc.,Gas,50
9/10/2023,POS,Expenses,Gas & Misc.,Gas,50
9/11/2023,POS,Expenses,Groceries,Groceries - GroceryMart,107.54
9/12/2023,POS,Expenses,Health Care,doctor,30
9/12/2023,DEP,Income,Deposit Other,Venmo cashout,68
9/13/2023,POS,Expenses,Groceries,Groceries - GroceryMart,13.77
9/13/2023,POS,Expenses,Groceries,Groceries - Walmart,7.16
9/15/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,477.24
9/15/2023,POS,Expenses,Recreation,Went to Tropical Smoothie,13.69
9/15/2023,POS,Expenses,Gas & Misc.,Gas,50
9/17/2023,POS,Expenses,Groceries,Groceries - GroceryMart,14.85
9/17/2023,POS,Expenses,Groceries,Groceries - Walmart,14.23
9/18/2023,DEP,Income,Deposit Other,Venmo cashout,10
9/18/2023,DEP,Income,Deposit Other,Venmo cashout,17
9/19/2023,POS,Expenses,Other,Added Hobo Dough,5
9/21/2023,POS,Expenses,Groceries,Groceries - GroceryMart,30.08
9/22/2023,POS,Expenses,Groceries,Groceries - GroceryMart,27.07
9/23/2023,POS,Expenses,Groceries,Groceries - Walmart,12.19
9/23/2023,POS,Expenses,Groceries,Bought coffee,20.15
9/25/2023,POS,Expenses,Dining Out,Went to Chic-Fil-A,19.59
9/25/2023,POS,Expenses,Apple Music,Apple Music,6.36
9/25/2023,DEP,Income,Deposit Other,Venmo cashout,8
9/29/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,367.51
9/28/2023,POS,Expenses,Groceries,Bought phone case and gronola bars,54.51
9/29/2023,POS,Expenses,Education/Training,Datacamp Subscription,149
9/30/2023,POS,Expenses,Groceries,Groceries - Walmart,13.09
10/1/2023,POS,Expenses,Dining Out,Went to Juice Stop,13.4
10/1/2023,POS,Expenses,Gas & Misc.,Gas,30
10/1/2023,POS,Expenses,Other,Bought phone charger at Verizon,29.69
10/2/2023,POS,Income,Deposit Other,Venmo cashout,14
10/3/2023,POS,Expenses,Rent,Rent (October),350
10/3/2023,POS,Expenses,Groceries,Groceries - Walmart,24.35
10/5/2023,POS,Expenses,Groceries,Groceries - Walmart,85.69
10/5/2023,DEP,Income,Deposit Other,Venmo cashout,70
10/5/2023,POS,Expenses,Groceries,Pay Jane back for overpaying me (Jane Doe),7
10/5/2023,POS,Expenses,Other,Bought Cleetus's old Garmin 645 (Cleetus McFarmland),50
10/9/2023,POS,Expenses,Recreation,local fair 5K,33.11
10/9/2023,POS,Expenses,Recreation,local fair 5K (Jane),33.11
10/11/2023,POS,Expenses,Gas & Misc.,Gas,50
10/11/2023,DEP,Income,Deposit Other,Venmo cashout,34
10/12/2023,POS,Expenses,Dining Out,Venmo for pizza (Emily Johnson),6
10/13/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,902.19
10/14/2022,POS,Expenses,Recreation,Bought Life Is Good sweatshirt,66.38
10/15/2023,POS,Expenses,Groceries,Groceries - GroceryMart,58.36
10/16/2023,DEP,Income,Deposit Other,Venmo cashout,67
10/16/2023,POS,Expenses,Recreation,Venmo for McDonald's (Jane Doe),27
10/16/2023,POS,Expenses,Recreation,Venmo for McDonald's (Jane Doe),11
10/16/2023,POS,Expenses,Dining Out,Venmo for Papa John's (Jane Doe),6
10/18/2023,POS,Expenses,Gas & Misc.,Gas,45
10/18/2023,POS,Expenses,Groceries,Bought cold medicine from GroceryPlus,12.73
10/20/2023,POS,Expenses,Recreation,Metallica tickets fee,56
10/20/2023,POS,Expenses,Groceries,Groceries - GroceryMart,13.91
10/20/2023,POS,Expenses,Recreation,Ticketmaster Fee (Metallica),130.4
10/20/2023,POS,Expenses,Recreation,Metallica Tickets (Ticketmaster),488.37
10/21/2023,POS,Expenses,Recreation,Bought new bike tires,112.55
10/23/2023,POS,Expenses,Health Care,Prescription for cold,2.86
10/23/2023,POS,Expenses,Recreation,Venmo for Poker Night (Brandon Clausen),10
10/24/2023,POS,Expenses,Dining Out,Bought dirty chai latte at Coffee Town,7.5
10/25/2023,POS,Expenses,Groceries,Groceries - Walmart,37.72
10/27/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,600.76
10/27/2023,POS,Expenses,Apple Music,Apple Music,6.36
10/27/2023,POS,Expenses,Groceries,Groceries - Walmart,40.93
10/28/2023,POS,Expenses,Dining Out,Hot cocoa at Coffee Town,6.31
10/29/2023,POS,Expenses,Gas & Misc.,Gas,45
10/30/2023,POS,Expenses,Groceries,Bought veggies for Bible study (Halloween),16.98
10/30/2023,DEP,Income,Deposit Other,Venmo cashout,20
11/1/2023,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,1000
11/1/2023,POS,Expenses,Utilities,Utilities (August),57.54
11/1/2023,POS,Expenses,Fitness,Hot Yoga,19.12
11/3/2023,POS,Expenses,Groceries,Groceries - Walmart,11.68
11/3/2023,POS,Expenses,Groceries,Bought beans and tea stuff on Amazon,110.24
11/3/2023,POS,Expenses,Rent,Rent (November),350
11/4/2023,POS,Expenses,Other,Amazon Prime monthly fee (accidentally signed up),7.95
11/7/2023,POS,Expenses,Dining Out,Venmo for breakfast (Jane Doe),2.5
11/7/2023,POS,Expenses,Dining Out,Venmo for breakfast (Jane Doe),4
11/7/2023,POS,Expenses,Groceries,Groceries - GroceryMart,69.93
11/8/2023,POS,Expenses,Dining Out,Went to Subway,6.92
11/9/2023,POS,Expenses,Other,Refund for accidental Amazon Prime membership,-7.95
11/9/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,688.74
11/9/2023,POS,Expenses,Student Loans,Student loan payment,1013.95
11/10/2023,POS,Expenses,Gas & Misc.,Gas,50
11/11/2023,POS,Expenses,Dining Out,Went to Vinyl Taco,28.23
11/11/2023,POS,Expenses,Gas & Misc.,Gas,40
11/14/2023,POS,Expenses,Groceries,Groceries - Walmart,4.69
11/14/2023,POS,Expenses,Gas & Misc.,Gas,50
11/15/2023,POS,Expenses,Groceries,Groceries - Walmart,7
11/20/2023,DEP,Income,Deposit Other,Venmo cashout,4
11/21/2023,POS,Expenses,Fitness,Bought tubless tire stuff,70.04
11/21/2023,POS,Expenses,Dining Out,Venmo for dough nuts (Jane Doe),2
11/21/2023,POS,Expenses,Dining Out,Venmo for Hy-Chi (Jane Doe),9
11/21/2023,POS,Expenses,Dining Out,Venmo for Tropical Smoothie (Jane Doe),3.75
11/24/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,766.96
11/24/2023,POS,Expenses,Recreation,Bought jeans on Black Friday (American Eagle),81.7
11/25/2023,POS,Expenses,Gifts,Green Day tickets fee or insurance?,27
11/15/2023,POS,Expenses,Gifts,Green Day tickets,260.77
11/25/2023,POS,Expenses,Gifts,Christmas gifts for Sean and Vic,21.18
11/25/2023,POS,Expenses,Apple Music,Apple Music,6.36
11/26/2023,POS,Expenses,Groceries,Groceries - GroceryMart,34.57
11/26/2023,DEP,Income,Deposit Other,Refund for jeans (American Eagle),44.56
11/26/2023,POS,Expenses,Dining Out,Bought Starbucks for me and Dad,11.93
11/28/2023,POS,Expenses,Groceries,Groceries - Walmart,10.66
11/29/2023,POS,Expenses,Gifts,Bought Christmas gifts for Sean and Vic,55.19
11/29/2023,POS,Expenses,Gifts,Bought Christmas gifts for Jane's family,95.52
12/1/2023,POS,Expenses,Groceries,Groceries - GroceryMart,67.67
12/1/2023,POS,Expenses,Gifts,Bought Mom and Dad Barbie towel for Christmas,23.3
12/1/2023,POS,Expenses,Gas & Misc.,Gas,50
12/1/2023,POS,Expenses,Recreation,Venmo for ticket to the new Hunger Games movie with Jane (Jane Doe),10
12/2/2023,POS,Expenses,Groceries,Groceries - Walmart,5.7
12/2/2023,POS,Expenses,Groceries,Groceries - Walmart,2.38
12/4/2023,DEP,Income,Deposit Other,Deposited cash,20
12/4/2023,POS,Expenses,Utilities,Utilities (September),61.98
12/4/2023,POS,Expenses,Rent,Rent (December),350
12/4/2023,POS,Expenses,Gifts,National Parks pass for Jane Christmas present,85
12/6/2023,POS,Expenses,Recreation,Venmo for bowling (Josh Becker),5
12/8/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,1131.08
12/11/2023,POS,Expenses,Gas & Misc.,gas,50
12/11/2023,POS,Expenses,Groceries,Groceries - Walmart,23.29
12/12/2023,POS,Expenses,Other,returned toothpick and Snoopy pillow Christmas gifts,3.08
12/12/2023,DEP,Income,Deposit Other,refund for toothpicks christmas gift,26.54
12/12/2023,POS,Expenses,Dining Out,Went to Culver's,7.49
12/14/2023,POS,Expenses,Education/Training,Bought calendar for my bedroom,10.07
12/15/2023,POS,Expenses,Dining Out,Went to Brewhouse,11.18
12/16/2023,POS,Expenses,Gas & Misc.,Gas,25
12/17/2023,POS,Expenses,Gifts,Bought Jane a hat for Christmas,24.42
12/17/2023,POS,Expenses,Gas & Misc.,Bought wrapping paper,10.62
12/18/2023,POS,Expenses,Gas & Misc.,Bought new battery for the F-150,204.07
12/18/2023,POS,Expenses,Groceries,Bought soap,29.6
12/19/2023,POS,Expenses,Gifts,Bought Dan Doe local fair picture for Christmas,11.67
12/20/2023,DEP,Income,Deposit Other,Refund from Amazon for Vic's Christmas gift (Peanuts pillow),21.18
12/22/2023,DEP,Income,Deposit ONE,Corporate Industries Paycheck,1045.24
12/22/2023,POS,Expenses,Gifts,Bought Vic's Christmas present,28.19
12/23/2023,POS,Expenses,Groceries,Bought groceries,7.91
12/25/2023,POS,Expenses,Apple Music,Apple Music,6.36
12/26/2023,POS,Expenses,Recreation,Hilton (Park City)(Spring Break),169.17
12/26/2023,POS,Expenses,Student Loans,Student loan payment,815
12/27/2023,POS,Expenses,Groceries,Bought groceries on Amazon,20.68
12/28/2023,POS,Expenses,Gifts,Bought white elephant gift for Jane's family Christmas (Bear slippers),24.48
12/28/2023,DEP,Income,Deposit Other,Venmo cashout,30
12/28/2023,POS,Expenses,Other,Venmo for Goodrs (Jane Doe),30
12/28/2023,POS,Expenses,Other,Venmo for Goodrs (Jane Doe),30
12/31/2023,POS,Expenses,Recreation,Bought pizza/pop for game night,51.21
1/2/2024,POS,Expenses,Recreation,withdrew money for Jessi Doe (Montana trip),150
1/2/2024,POS,Expenses,Dining Out,Venmo for Tropical Smoothie (Jane Doe),7.25
1/2/2024,POS,Expenses,Groceries,Bought groceries on Amazon,34.47
1/2/2024,POS,Expenses,Gas & Misc.,Gas,15
1/3/2024,POS,Expenses,Haircuts,Haircut,26.12
1/3/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,450
1/3/2024,DEP,Income,Deposit Other,SDSGC Scholarship,3000
1/3/2024,POS,Expenses,Utilities,Utilities (October),70
1/3/2024,POS,Expenses,Rent,Rent (January),350
1/4/2024,POS,Expenses,Other,Withdrew money from ATM,40
1/5/2024,DEP,Income,Deposit ONE,Corporate Industries Paycheck,1430.65
1/6/2024,POS,Expenses,Groceries,Groceries - GroceryMart,39
1/6/2024,POS,Expenses,Groceries,Bought conditioner from Target,10.61
1/6/2024,POS,Expenses,Groceries,Bought produce at Aldi,13.25
1/6/2024,POS,Expenses,Groceries,Groceries - Walmart,38.18
1/6/2024,POS,Expenses,Gas & Misc.,Gas,47
1/6/2024,POS,Expenses,Gas & Misc.,Gas,20
1/9/2024,POS,Expenses,Dining Out,Went to Culver's,9.32
1/10/2024,POS,Expenses,Education/Training,Bought laptop stand,37.99
1/13/2024,POS,Expenses,Groceries,Groceries - GroceryMart,32.14
1/13/2024,POS,Expenses,Recreation,Bought targets for gun range,10.6
1/13/2024,POS,Expenses,Recreation,Gun range fee,1.5
1/13/2024,POS,Expenses,Recreation,Gun range fee,16.31
1/15/2024,POS,Expenses,Groceries,Groceries - Walmart,12.49
1/16/2024,POS,Expenses,Recreation,Went to the movies with Jane,10
1/16/2024,DEP,Income,Deposit Other,Venmo cashout,4.2
1/16/2024,POS,Expenses,Recreation,Venmo for Poker Night (Brandon Clausen),10
1/16/2024,POS,Expenses,Recreation,Venmo for ammo (Emily Johnson),25
1/16/2024,POS,Expenses,Dining Out,Venmo for food (Jane Doe),10
1/16/2024,POS,Expenses,Education/Training,Bought standing desk,191.13
1/16/2024,POS,Expenses,Recreation,Groceries - Walmart,9.5
1/18/2024,POS,Expenses,Groceries,Venmo for cilantro (Jane Doe),2
1/17/2024,POS,Expenses,Dining Out,Went to Culver's,7.8
1/19/2024,POS,Expenses,Dining Out,Went to Cubby's with Mitchell Thomas,17.96
1/19/2024,POS,Expenses,Groceries,Groceries - Walmart,20.96
1/19/2024,DEP,Income,Deposit ONE,Corporate Industries Paycheck,1125.48
1/19/2024,POS,Income,Transfer from Savings,Transfer from Big Savings Bank,3000
1/21/2024,POS,Expenses,Dining Out,Went to Stensland with Jane,15.46
1/23/2024,DEP,Income,Deposit Other,Venmo cashout,11
1/23/2024,POS,Expenses,Other,Venmo for Holiday Challenge 2024 (Carrie Klare),10
1/23/2024,POS,Expenses,Education/Training,College University Tuition and Fees,6679.15
1/24/2024,POS,Expenses,Groceries,Groceries - Walmart,9.21
1/24/2024,DEP,Income,Deposit Other,Partial refund for Hilton (Park City)(Spring Break),1
1/25/2024,POS,Expenses,Gas & Misc.,Gas,50
1/26/2024,POS,Expenses,Groceries,Groceries - Walmart,8.64
1/26/2024,POS,Expenses,Apple Music,Apple Music,6.36
1/26/2024,DEP,Income,Deposit Other,First Money Bank Rewards,170
1/27/2024,POS,Expenses,Groceries,Groceries - GroceryMart,7.2
1/27/2024,POS,Expenses,Education/Training,Bought new Laptop,1069.89
1/30/2024,POS,Expenses,Groceries,Groceries - Walmart,7.02
1/31/2024,POS,Expenses,Recreation,Bought tickets to Disturbed concert with Dad,94.16
1/31/2024,POS,Expenses,Gas & Misc.,Gas,50.1
2/1/2024,POS,Expenses,Education/Training,Some campus bill,20
2/1/2024,POS,Expenses,Groceries,Venmo for paper towels (John Doe),9.5
2/2/2024,DEP,Income,Deposit ONE,Corporate Industries Paycheck,373
2/2/2024,POS,Expenses,Rent,Rent (February),350
2/5/2024,POS,Expenses,Other,Venmo car wash (Jane Doe),7
2/7/2024,POS,Expenses,Utilities,Utilities (November),94.2
2/7/2024,POS,Expenses,Groceries,Groceries - Walmart,15.31
2/7/2024,POS,Expenses,Groceries,Groceries - Walmart,7.5
2/9/2024,POS,Expenses,Groceries,Groceries - Walmart,8.5
2/10/2024,POS,Expenses,Dining Out,Went to Culver's,3.85
2/10/2024,POS,Expenses,Dining Out,Went to Taco Bell,6.42
2/11/2024,POS,Expenses,Groceries,Groceries - GroceryMart,4.23
2/11/2024,POS,Expenses,Recreation,Bought snacks for the Super Bowl,24.01
2/12/2024,DEP,Income,Deposit Other,Venmo cashout,16
2/12/2024,DEP,Income,Transfer from Other,Transfer from Dad (Super Bowl),50
2/12/2024,POS,Expenses,Recreation,Venmo for Super Bowl bet (Caden Lackey),1
2/13/2024,POS,Expenses,Gifts,Bought Valentine's Day gift for Jane,28.54
2/13/2024,POS,Expenses,Education/Training,Graduate school application fee (College University),93
2/16/2024,DEP,Income,Deposit ONE,Corporate Industries Paycheck,241.38
2/16/2024,POS,Expenses,Groceries,Groceries - Walmart,21.32
2/20/2024,POS,Expenses,Groceries,Venmo for movie snacks (Jane Doe),13
2/20/2024,POS,Expenses,Groceries,Groceries - GroceryMart,14.17
2/20/2024,POS,Expenses,Other,Bought fuses for the house,20.35
2/23/2024,POS,Expenses,Dining Out,Went to McDonald's,11.98
2/23/2024,POS,Expenses,Recreation,Withdrew money for Flandreau (John Doe),40
2/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
2/25/2024,POS,Expenses,Recreation,Bill for Apple TV,10.61
2/26/2024,POS,Expenses,Recreation,Venmo for Flandreau (John Doe),20
2/26/2024,POS,Expenses,Recreation,Venmo for Flandreau (Brandon Clausen),20
2/26/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),23
2/26/2024,DEP,Income,Deposit Other,Venmo cashout,26
2/26/2024,POS,Expenses,Groceries,Bought drink from vending machine,3.25
2/28/2024,DEP,Income,Deposit Other,Venmo from Jane and Andrew for Vegas Hotel,84.08
3/1/2024,POS,Expenses,Dining Out,Buffalo Wild Wings,7.59
3/1/2024,POS,Expenses,Groceries,Bought snacks for the Poker Night,27.39
3/1/2024,DEP,Income,Deposit ONE,Corporate Industries Paycheck,642.76
3/1/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,700
3/1/2024,POS,Expenses,Dining Out,Venmo for coffee at Coffee Town (Greg Martin),6
3/1/2024,POS,Expenses,Groceries,Venmo for food (Jane Doe),7
3/3/2024,POS,Expenses,Groceries,Sam's Club,22.22
3/4/2024,DEP,Income,Deposit Other,Venmo cashout,10
3/4/2024,DEP,Income,Deposit Other,Venmo from Ryker for Vegas Hotel,42.04
3/4/2024,POS,Expenses,Other,Venmo for Poker Night (Nate Notgrass),10
3/4/2024,POS,Expenses,Recreation,Venmo for Queso for Eric Brannon's game night (Jane Doe),5.34
3/4/2024,POS,Expenses,Rent,Rent (March),350
3/5/2024,POS,Expenses,Gas & Misc.,Replace brakes on the F-150,766.25
3/5/2024,POS,Expenses,Groceries,Groceries - Walmart,5.96
3/6/2024,POS,Expenses,Groceries,Venmo for broccoli (Jane Doe),3.18
3/7/2024,DEP,Income,Transfer from Other,Tax Return,2439
3/8/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,300
3/8/2024,POS,Expenses,Groceries,Venmo for spring break groceries (Emily Johnson),58
3/8/2024,POS,Expenses,Recreation,Venmo for Vegas cash (Jane Doe),200
3/8/2024,POS,Expenses,Recreation,Bought Atomic Habits book,20.07
3/11/2024,POS,Expenses,Gas & Misc.,Venmo for gas (Jane Doe),24.8
3/11/2024,POS,Expenses,Recreation,Ski helmet rental,10
3/11/2024,POS,Expenses,Recreation,"Bought stocking cap at Wolf Creek, CO",35.87
3/11/2024,POS,Expenses,Dining Out,"Bought something to eat at Wolf Creek, CO",10
3/11/2024,POS,Expenses,Gas & Misc.,Gas,36
3/11/2024,POS,Expenses,Groceries,Bought energy drink from gas station,3.01
3/11/2024,POS,Expenses,Recreation,Bought mustache pencil,8.3
3/11/2024,POS,Expenses,Groceries,Vegas groceries at Target,9.71
3/11/2024,POS,Expenses,Groceries,Vegas groceries in Lead,21.24
3/11/2024,POS,Expenses,Gas & Misc.,Gas,36
3/11/2024,POS,Expenses,Recreation,Bought coffee,2.37
3/11/2024,POS,Expenses,Gas & Misc.,Gas,42
3/12/2024,POS,Expenses,Dining Out,Macy's Coffee shop in Flagstaff,18.51
3/12/2024,POS,Expenses,Gas & Misc.,Gas,44
3/12/2024,DEP,Income,Deposit Other,Venmo cashout,196.5
3/12/2024,POS,Expenses,Recreation,Venmo for Motel 6 in Flagstaff (Emily Johnson),26.68
3/12/2024,POS,Expenses,Recreation,Venmo for Skiing at Wolf Creek (Jane Doe),256
3/13/2024,DEP,Income,Deposit Other,Venmo cashout,29.34
3/13/2024,POS,Expenses,Groceries,Venmo for Vegas groceries (John Doe),23.55
3/14/2024,POS,Expenses,Recreation,Vegas Taxi,16.21
3/14/2024,POS,Expenses,Other,Bought Jane cold medicine,11.69
3/14/2024,POS,Expenses,Recreation,Venmo for Trump car tip (Perry Evangelista),5
3/14/2024,POS,Expenses,Recreation,Venmo for Uber ride to Freemont Street (Emily Johnson),7.64
3/15/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,179.54
3/15/2024,DEP,Income,Deposit TWO,Corporate Industries Paycheck,241.36
3/15/2024,POS,Expenses,Dining Out,Venmo for Vegas supper (John Doe),48.17
3/15/2024,POS,Expenses,Recreation,Venmo for Arizona Tea (Emily Johnson),2.25
3/15/2024,POS,Expenses,Gas & Misc.,Venmo for gas (Jane Doe),10
3/15/2024,POS,Expenses,Gas & Misc.,Gas,33.2
3/15/2024,POS,Expenses,Gifts,Bought Dad green chili stuff in ABQ,14.57
3/15/2024,POS,Expenses,Recreation,Bought food at gas station,3.59
3/15/2024,POS,Expenses,Gas & Misc.,Gas,54
3/15/2024,POS,Expenses,Groceries,Bought drink from gas station,2.87
3/15/2024,POS,Expenses,Groceries,Bought food at gas station,17.53
3/16/2024,POS,Expenses,Gas & Misc.,Gas,34.02
3/16/2024,POS,Expenses,Gas & Misc.,Gas,26
3/16/2024,POS,Expenses,Gas & Misc.,Gas,11.51
3/16/2024,POS,Expenses,Gas & Misc.,Gas,31
3/16/2024,POS,Expenses,Dining Out,Went to Stensland with Jane,12.01
3/17/2024,POS,Expenses,Gas & Misc.,Got a car wash,15.93
3/17/2024,POS,Expenses,Groceries,Groceries - Walmart,30.8
3/17/2024,POS,Expenses,Gas & Misc.,Gas,60
3/18/2024,POS,Expenses,Gas & Misc.,Venmo for gas (Jane Doe),24.5
3/18/2024,POS,Expenses,Groceries,Venmo for milk (Jane Doe),3.2
3/18/2024,DEP,Income,Deposit Other,Venmo cashout,137.78
3/19/2024,POS,Expenses,Gas & Misc.,Vehicle registration 2024,95.71
3/19/2024,POS,Expenses,Education/Training,Graduation cap and gown,79.49
3/19/2024,POS,Expenses,Dining Out,Went to Qdoba with Dad for his birthday,32.23
3/20/2024,POS,Expenses,Dining Out,Went to culver's,6.2
3/20/2024,ACH,Savings,Big Savings Bank,Car payment,100
3/20/2024,ACH,Savings,Big Savings Bank,Transfer to savings,1000
3/23/2024,POS,Expenses,Dining Out,Bought coffee,6.65
3/23/2024,POS,Expenses,Gas & Misc.,Gas,50
3/24/2024,POS,Expenses,Groceries,Groceries - GroceryMart,13
3/24/2024,POS,Expenses,Groceries,Groceries - Walmart,19.89
3/24/2024,POS,Expenses,Recreation,Bill for Apple TV,10.61
3/24/2024,POS,Expenses,Dining Out,Jane bought sandwhich at Cottonwood,9.62
3/26/2024,POS,Expenses,Apple Music,Apple Music,6.36
3/26/2024,POS,Expenses,Dining Out,Bought coffee,7.18
3/27/2024,POS,Expenses,Groceries,Groceries - Walmart,2.21
3/27/2024,POS,Expenses,Groceries,Groceries - Walmart,9.76
3/27/2024,POS,Expenses,Fitness,Bought sealant for bike,7.43
3/28/2024,DEP,Income,Deposit TWO,Corporate Industries Paycheck,801.52
3/28/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,378.76
3/29/2024,POS,Expenses,Fitness,Bought Garmin Forerunner 965,637.19
3/29/2024,POS,Expenses,Gas & Misc.,Gas,50
4/1/2024,POS,Expenses,Gas & Misc.,Gas,20
4/2/2024,POS,Expenses,Fitness,Bought new bike tires,148.66
4/2/2024,DEP,Income,Deposit Other,Venmo cashout,90
4/2/2024,POS,Expenses,Gas & Misc.,Gas,49.96
4/2/2024,POS,Expenses,Fitness,Tubless tire install,26.55
4/3/2024,POS,Expenses,Dining Out,Bought cookie,1.66
4/3/2024,POS,Expenses,Groceries,Groceries - GroceryMart,20
4/3/2024,POS,Expenses,Dining Out,Got lunch with Mom,26.21
4/3/2024,POS,Expenses,Health Care,Chiropractor,30
4/3/2024,POS,Expenses,Utilities,Utilities (January),127.47
4/3/2024,POS,Expenses,Rent,Rent (April),350
4/4/2024,DEP,Income,Deposit Other,Deposited cash,100
4/4/2024,DEP,Income,Deposit Other,First Money Bank Rewards,50
4/4/2024,POS,Expenses,Utilities,Utilities (December),95.41
4/4/2024,POS,Expenses,Groceries,Groceries - Walmart,6.61
4/4/2024,POS,Expenses,Dining Out,Went to Qdoba,13.72
4/5/2024,DEP,Income,Deposit Other,Venmo cashout,8
4/5/2024,POS,Expenses,Student Loans,Student loan payment,865
4/6/2024,POS,Expenses,Groceries,Bought dessert for Grandma and Grandpa,7.97
4/6/2024,POS,Expenses,Gas & Misc.,Gas,50
4/7/2024,POS,Expenses,Groceries,Groceries - GroceryMart,5
4/8/2024,POS,Expenses,Gifts,Bought hockey tickets for Mom's birthday,112.5
4/8/2024,POS,Expenses,Recreation,Venmo for Poker Night (Brandon Clausen),3
4/8/2024,POS,Expenses,Recreation,Venmo for poker night (John Doe),7
4/9/2024,DEP,Income,Deposit Other,Venmo cashout,12
4/9/2024,DEP,Income,Transfer from Other,Transfer from Dad,200
4/10/2024,POS,Expenses,Groceries,Groceries - GroceryMart,17
4/10/2024,POS,Expenses,Dining Out,Got a coffee at Coffee Town,6.65
4/10/2024,POS,Expenses,Recreation,Bought soil and seeds with Andrew at Lowes,7.68
4/11/2024,POS,Expenses,Groceries,Groceries - GroceryMart,44
4/11/2024,POS,Expenses,Dining Out,Went to Applebees with Jane,10.57
4/12/2024,POS,Expenses,Gifts,Bought Mom's birthday gift (Menards giftcard),25
4/12/2024,POS,Expenses,Groceries,Groceries - Walmart,8.45
4/12/2024,DEP,Income,Deposit TWO,Corporate Industries Paycheck,593.88
4/12/2024,ACH,Savings,Big Savings Bank,Car payment,100
4/12/2024,ACH,Savings,Big Savings Bank,Transfer to savings,200
4/12/2024,DEP,Income,Deposit Other,Venmo cashout,5.5
4/12/2024,POS,Expenses,Recreation,"Venmo for ""Exploding Kittens' card games (Jane Doe)",50
4/13/2024,POS,Expenses,Recreation,Bought Metallica record,1.05
4/13/2024,POS,Expenses,Gas & Misc.,Gas,20
4/13/2024,POS,Expenses,Gas & Misc.,Gas,50
4/15/2024,POS,Expenses,Groceries,Groceries - Walmart,8.35
4/15/2024,POS,Expenses,Groceries,Groceries - Walmart,18.88
4/15/2024,POS,Expenses,Groceries,Groceries - Walmart,7.24
4/15/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,780.33
4/15/2024,ACH,Savings,Big Savings Bank,Car payment,100
4/15/2024,POS,Expenses,Student Loans,Student loan payment,251.75
4/15/2024,ACH,Savings,Big Savings Bank,Transfer to savings,400
4/18/2024,POS,Expenses,Education/Training,Added Hobo Dough,5
4/20/2024,POS,Expenses,Gifts,Bought Dad a Bible,16.29
4/20/2024,POS,Expenses,Dining Out,Bought coffee,7.4
4/20/2024,POS,Expenses,Dining Out,Went to Culver's,10.27
4/21/2024,POS,Expenses,Dining Out,Went to Culver's,14.65
4/21/2024,POS,Expenses,Gas & Misc.,Gas,60
4/22/2024,POS,Expenses,Recreation,Venmo for Poker Night (Tyler O'Neill),10
4/22/2024,POS,Expenses,Dining Out,Got Firehouse Subs with Mom,14.62
4/22/2024,POS,Expenses,Groceries,Bought energy drink from gas station,5.29
4/23/2024,POS,Expenses,Groceries,Groceries - GroceryMart,13.8
4/24/2024,POS,Expenses,Recreation,Bill for Apple TV,10.61
4/24/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),20
4/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
4/25/2024,POS,Expenses,Dining Out,Got pizza with Dad,52.85
4/26/2024,DEP,Income,Deposit TWO,Corporate Industries Paycheck,482.73
4/26/2024,POS,Expenses,Recreation,Bought John Deere stuff,27.06
4/26/2024,POS,Expenses,Groceries,Groceries - Walmart,1.03
4/26/2024,POS,Expenses,Recreation,Bought Imagine Dragons Tickets,219.56
4/27/2024,POS,Expenses,Recreation,Bought Farming Simulator 22,12.59
4/29/2024,POS,Expenses,Groceries,Groceries - Walmart,22.71
4/30/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1378.25
4/30/2024,ACH,Savings,Big Savings Bank,Car payment,100
4/30/2024,ACH,Savings,Big Savings Bank,Transfer to savings,400
